PRIM_STATE,AREA,AREA_NAME,OCC_TITLE,A_MEAN,Rent50_3,Ratio
NC,48900,"Wilmington, NC",Computer Programmers,"83,230",1146,16.52%
NC,49180,"Winston-Salem, NC",Computer Programmers,"77,330",1066,16.54%
GA,17980,"Columbus, GA-AL",Computer Programmers,"76,190",1053,16.58%
AR,22900,"Fort Smith, AR-OK",Computer Programmers,"61,460",850,16.60%
TX,47380,"Waco, TX",Computer Programmers,"75,620",1052,16.69%
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",Computer Programmers,"83,640",1168,16.76%
IL,40420,"Rockford, IL",Computer Programmers,"77,840",1089,16.79%
OH,45780,"Toledo, OH",Computer Programmers,"69,320",972,16.83%
AL,46220,"Tuscaloosa, AL",Computer Programmers,"77,710",1090,16.83%
NM,29740,"Las Cruces, NM",Computer Programmers,"80,000",1123,16.85%
IA,19340,"Davenport-Moline-Rock Island, IA-IL",Computer Programmers,"69,520",976,16.85%
MO,41180,"St. Louis, MO-IL",Computer Programmers,"80,510",1131,16.86%
MI,22420,"Flint, MI",Computer Programmers,"70,080",988,16.92%
UT,36260,"Ogden-Clearfield, UT",Computer Programmers,"81,490",1149,16.92%
TN,27180,"Jackson, TN",Computer Programmers,"69,000",976,16.97%
WI,11540,"Appleton, WI",Computer Programmers,"75,290",1065,16.97%
WI,43100,"Sheboygan, WI",Computer Programmers,"70,330",999,17.05%
NY,15380,"Buffalo-Niagara Falls, NY",Computer Programmers,"67,670",965,17.11%
MI,11460,"Ann Arbor, MI",Computer Programmers,"69,390",992,17.16%
NC,11700,"Asheville, NC",Computer Programmers,"69,250",990,17.16%
WA,34580,"Mount Vernon-Anacortes, WA",Computer Programmers,"93,180",1334,17.18%
NC,39580,"Raleigh-Cary, NC",Computer Programmers,"81,290",1167,17.23%
NC,20500,"Durham-Chapel Hill, NC",Computer Programmers,"80,780",1162,17.26%
IA,16300,"Cedar Rapids, IA",Computer Programmers,"70,560",1016,17.28%
TN,32820,"Memphis, TN-MS-AR",Computer Programmers,"79,150",1142,17.31%
GA,47580,"Warner Robins, GA",Computer Programmers,"71,640",1035,17.34%
UT,39340,"Provo-Orem, UT",Computer Programmers,"76,220",1102,17.35%
OH,44220,"Springfield, OH",Computer Programmers,"69,300",1003,17.37%
PA,21500,"Erie, PA",Computer Programmers,"61,690",899,17.49%
LA,43340,"Shreveport-Bossier City, LA",Computer Programmers,"68,870",1005,17.51%
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",Computer Programmers,"58,040",848,17.53%
NY,13780,"Binghamton, NY",Computer Programmers,"71,280",1042,17.54%
MO,17860,"Columbia, MO",Computer Programmers,"64,290",942,17.58%
TX,41700,"San Antonio-New Braunfels, TX",Computer Programmers,"81,030",1189,17.61%
NJ,20764,"Edison-New Brunswick, NJ Metropolitan Division",Computer Programmers,"86,020",1263,17.62%
MO,16020,"Cape Girardeau-Jackson, MO-IL",Computer Programmers,"62,830",923,17.63%
TN,17420,"Cleveland, TN",Computer Programmers,"72,600",1073,17.74%
CO,24300,"Grand Junction, CO",Computer Programmers,"80,250",1189,17.78%
MO,27900,"Joplin, MO",Computer Programmers,"60,470",896,17.78%
WI,24580,"Green Bay, WI",Computer Programmers,"70,350",1043,17.79%
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",Computer Programmers,"119,760",1777,17.81%
PA,39740,"Reading, PA",Computer Programmers,"76,990",1143,17.82%
MA,74204,"Lawrence-Methuen-Salem, MA-NH NECTA Division",Computer Programmers,"97,400",1448,17.84%
MI,28020,"Kalamazoo-Portage, MI",Computer Programmers,"67,010",1000,17.91%
CT,76450,"Norwich-New London, CT-RI",Computer Programmers,"94,380",1412,17.95%
MA,79600,"Worcester, MA-CT",Computer Programmers,"84,050",1258,17.96%
GA,12260,"Augusta-Richmond County, GA-SC",Computer Programmers,"70,760",1061,17.99%
PA,42540,"Scranton--Wilkes-Barre, PA",Computer Programmers,"62,740",942,18.02%
MS,27140,"Jackson, MS",Computer Programmers,"68,490",1030,18.05%
TX,18580,"Corpus Christi, TX",Computer Programmers,"78,200",1182,18.14%
TX,21340,"El Paso, TX",Computer Programmers,"76,090",1151,18.15%
TN,27740,"Johnson City, TN",Computer Programmers,"61,550",934,18.21%
NJ,12100,"Atlantic City-Hammonton, NJ",Computer Programmers,"83,160",1263,18.23%
FL,36100,"Ocala, FL",Computer Programmers,"74,330",1129,18.23%
KS,45820,"Topeka, KS",Computer Programmers,"70,920",1078,18.24%
IL,44100,"Springfield, IL",Computer Programmers,"68,130",1036,18.25%
MT,13740,"Billings, MT",Computer Programmers,"57,200",870,18.25%
LA,12940,"Baton Rouge, LA",Computer Programmers,"69,810",1064,18.29%
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",Computer Programmers,"82,460",1258,18.31%
WI,22540,"Fond du Lac, WI",Computer Programmers,"59,310",907,18.35%
PA,38300,"Pittsburgh, PA",Computer Programmers,"69,870",1069,18.36%
WI,33340,"Milwaukee-Waukesha-West Allis, WI",Computer Programmers,"71,390",1100,18.49%
NC,22180,"Fayetteville, NC",Computer Programmers,"76,630",1181,18.49%
OH,19380,"Dayton, OH",Computer Programmers,"65,920",1017,18.51%
NC,24780,"Greenville, NC",Computer Programmers,"63,690",984,18.54%
OK,36420,"Oklahoma City, OK",Computer Programmers,"68,130",1054,18.56%
CO,22660,"Fort Collins-Loveland, CO",Computer Programmers,"90,480",1401,18.58%
AZ,22380,"Flagstaff, AZ",Computer Programmers,"89,250",1383,18.59%
TX,45500,"Texarkana-Texarkana, TX-AR",Computer Programmers,"60,610",940,18.61%
IN,18020,"Columbus, IN",Computer Programmers,"67,870",1053,18.62%
TN,34982,"Nashville-Davidson--Murfreesboro--Franklin, TN",Computer Programmers,"77,250",1199,18.63%
OH,17140,"Cincinnati-Middletown, OH-KY-IN",Computer Programmers,"69,900",1086,18.64%
VT,72400,"Burlington-South Burlington, VT",Computer Programmers,"67,640",1051,18.65%
PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",Computer Programmers,"83,390",1296,18.65%
CO,19740,"Denver-Aurora-Broomfield, CO",Computer Programmers,"96,630",1504,18.68%
IL,37900,"Peoria, IL",Computer Programmers,"63,590",997,18.81%
MS,25620,"Hattiesburg, MS",Computer Programmers,"65,210",1023,18.83%
OH,17460,"Cleveland-Elyria-Mentor, OH",Computer Programmers,"68,310",1073,18.85%
LA,26380,"Houma-Bayou Cane-Thibodaux, LA",Computer Programmers,"67,700",1064,18.86%
PA,25420,"Harrisburg-Carlisle, PA",Computer Programmers,"74,040",1165,18.88%
MI,12980,"Battle Creek, MI",Computer Programmers,"67,380",1064,18.95%
SC,17900,"Columbia, SC",Computer Programmers,"70,720",1117,18.95%
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",Computer Programmers,"82,390",1302,18.96%
TN,17300,"Clarksville, TN-KY",Computer Programmers,"49,920",790,18.99%
IA,19780,"Des Moines-West Des Moines, IA",Computer Programmers,"71,960",1140,19.01%
IN,29140,"Lafayette, IN",Computer Programmers,"67,660",1072,19.01%
RI,77200,"Providence-Fall River-Warwick, RI-MA",Computer Programmers,"77,350",1226,19.02%
AR,30780,"Little Rock-North Little Rock-Conway, AR",Computer Programmers,"69,230",1098,19.03%
TX,28660,"Killeen-Temple-Fort Hood, TX",Computer Programmers,"73,360",1164,19.04%
MA,78254,"Taunton-Norton-Raynham, MA NECTA Division",Computer Programmers,"88,500",1405,19.05%
KS,48620,"Wichita, KS",Computer Programmers,"68,870",1094,19.06%
OK,46140,"Tulsa, OK",Computer Programmers,"67,050",1066,19.08%
MO,44180,"Springfield, MO",Computer Programmers,"64,220",1022,19.10%
TX,33260,"Midland, TX",Computer Programmers,"78,720",1253,19.10%
MI,35660,"Niles-Benton Harbor, MI",Computer Programmers,"61,890",986,19.12%
AL,19460,"Decatur, AL",Computer Programmers,"58,910",939,19.13%
OR,41420,"Salem, OR",Computer Programmers,"75,690",1207,19.14%
MT,24500,"Great Falls, MT",Computer Programmers,"60,640",969,19.18%
NY,10580,"Albany-Schenectady-Troy, NY",Computer Programmers,"76,880",1229,19.18%
CA,23420,"Fresno, CA",Computer Programmers,"77,160",1234,19.19%
OH,18140,"Columbus, OH",Computer Programmers,"72,620",1164,19.23%
NY,45060,"Syracuse, NY",Computer Programmers,"69,210",1111,19.26%
TX,26420,"Houston-Sugar Land-Baytown, TX",Computer Programmers,"78,560",1264,19.31%
PA,49620,"York-Hanover, PA",Computer Programmers,"71,140",1148,19.36%
MA,78100,"Springfield, MA-CT",Computer Programmers,"77,510",1260,19.51%
VA,40060,"Richmond, VA",Computer Programmers,"79,530",1294,19.52%
LA,33740,"Monroe, LA",Computer Programmers,"52,180",849,19.52%
MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",Computer Programmers,"73,830",1206,19.60%
IN,26900,"Indianapolis-Carmel, IN",Computer Programmers,"67,320",1104,19.68%
TX,11100,"Amarillo, TX",Computer Programmers,"65,020",1068,19.71%
MI,24340,"Grand Rapids-Wyoming, MI",Computer Programmers,"69,630",1144,19.72%
FL,29460,"Lakeland-Winter Haven, FL",Computer Programmers,"71,570",1177,19.73%
PA,37966,"Philadelphia, PA Metropolitan Division",Computer Programmers,"85,870",1414,19.76%
WI,36780,"Oshkosh-Neenah, WI",Computer Programmers,"55,000",907,19.79%
IN,34620,"Muncie, IN",Computer Programmers,"55,770",920,19.80%
MI,26100,"Holland-Grand Haven, MI",Computer Programmers,"69,630",1149,19.80%
IA,47940,"Waterloo-Cedar Falls, IA",Computer Programmers,"61,890",1022,19.82%
TX,12420,"Austin-Round Rock-San Marcos, TX",Computer Programmers,"88,000",1454,19.83%
WA,36500,"Olympia, WA",Computer Programmers,"86,830",1436,19.85%
WI,39540,"Racine, WI",Computer Programmers,"62,580",1039,19.92%
UT,41620,"Salt Lake City, UT",Computer Programmers,"79,380",1318,19.92%
IN,21780,"Evansville, IN-KY",Computer Programmers,"60,350",1003,19.94%
KY,31140,"Louisville-Jefferson County, KY-IN",Computer Programmers,"62,560",1045,20.04%
OR,18700,"Corvallis, OR",Computer Programmers,"59,970",1002,20.05%
MD,25180,"Hagerstown-Martinsburg, MD-WV",Computer Programmers,"85,810",1436,20.08%
GA,12020,"Athens-Clarke County, GA",Computer Programmers,"55,580",932,20.12%
SC,16700,"Charleston-North Charleston-Summerville, SC",Computer Programmers,"73,800",1239,20.15%
IA,20220,"Dubuque, IA",Computer Programmers,"60,900",1029,20.28%
TN,28940,"Knoxville, TN",Computer Programmers,"65,120",1101,20.29%
LA,29340,"Lake Charles, LA",Computer Programmers,"61,260",1041,20.39%
OK,30020,"Lawton, OK",Computer Programmers,"62,230",1060,20.44%
MO,28140,"Kansas City, MO-KS",Computer Programmers,"72,860",1243,20.47%
WI,31540,"Madison, WI",Computer Programmers,"76,970",1315,20.50%
AZ,38062,"Phoenix-Mesa-Glendale, AZ",Computer Programmers,"82,360",1410,20.54%
ID,14260,"Boise City-Nampa, ID",Computer Programmers,"64,800",1114,20.63%
MN,41060,"St. Cloud, MN",Computer Programmers,"59,610",1035,20.84%
IA,43580,"Sioux City, IA-NE-SD",Computer Programmers,"56,480",981,20.84%
GA,46660,"Valdosta, GA",Computer Programmers,"57,170",996,20.91%
FL,27260,"Jacksonville, FL",Computer Programmers,"75,150",1311,20.93%
MA,70900,"Barnstable Town, MA",Computer Programmers,"94,300",1649,20.98%
UT,30860,"Logan, UT-ID",Computer Programmers,"53,390",935,21.02%
PA,11020,"Altoona, PA",Computer Programmers,"53,560",939,21.04%
NY,46540,"Utica-Rome, NY",Computer Programmers,"62,990",1105,21.05%
TX,17780,"College Station-Bryan, TX",Computer Programmers,"59,930",1052,21.06%
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Computer Programmers,"80,630",1419,21.12%
IN,43780,"South Bend-Mishawaka, IN-MI",Computer Programmers,"54,320",957,21.14%
CT,71950,"Bridgeport-Stamford-Norwalk, CT",Computer Programmers,"93,070",1642,21.17%
FL,37860,"Pensacola-Ferry Pass-Brent, FL",Computer Programmers,"67,990",1200,21.18%
CA,46700,"Vallejo-Fairfield, CA",Computer Programmers,"102,850",1824,21.28%
MD,12580,"Baltimore-Towson, MD",Computer Programmers,"90,070",1599,21.30%
CT,73450,"Hartford-West Hartford-East Hartford, CT",Computer Programmers,"82,040",1457,21.31%
AL,33660,"Mobile, AL",Computer Programmers,"62,590",1115,21.38%
AZ,46060,"Tucson, AZ",Computer Programmers,"70,190",1251,21.39%
TX,30980,"Longview, TX",Computer Programmers,"59,940",1071,21.44%
LA,35380,"New Orleans-Metairie-Kenner, LA",Computer Programmers,"70,830",1268,21.48%
MS,37700,"Pascagoula, MS",Computer Programmers,"67,470",1208,21.49%
IL,16974,"Chicago-Joliet-Naperville, IL Metropolitan Division",Computer Programmers,"74,300",1331,21.50%
FL,39460,"Punta Gorda, FL",Computer Programmers,"72,120",1295,21.55%
WV,34060,"Morgantown, WV",Computer Programmers,"61,810",1115,21.65%
TX,10180,"Abilene, TX",Computer Programmers,"58,920",1065,21.69%
CA,32900,"Merced, CA",Computer Programmers,"68,560",1242,21.74%
VA,16820,"Charlottesville, VA",Computer Programmers,"74,480",1351,21.77%
KY,30460,"Lexington-Fayette, KY",Computer Programmers,"60,250",1095,21.81%
MN,31860,"Mankato-North Mankato, MN",Computer Programmers,"56,390",1025,21.81%
FL,36740,"Orlando-Kissimmee-Sanford, FL",Computer Programmers,"75,820",1380,21.84%
FL,35840,"North Port-Bradenton-Sarasota, FL",Computer Programmers,"74,430",1355,21.85%
MS,25060,"Gulfport-Biloxi, MS",Computer Programmers,"62,310",1137,21.90%
FL,34940,"Naples-Marco Island, FL",Computer Programmers,"77,940",1424,21.92%
IA,11180,"Ames, IA",Computer Programmers,"58,390",1067,21.93%
NY,39100,"Poughkeepsie-Newburgh-Middletown, NY",Computer Programmers,"91,360",1672,21.96%
CO,24540,"Greeley, CO",Computer Programmers,"60,220",1103,21.98%
WI,20740,"Eau Claire, WI",Computer Programmers,"63,440",1163,22.00%
FL,33124,"Miami-Miami Beach-Kendall, FL Metropolitan Division",Computer Programmers,"93,810",1722,22.03%
FL,45300,"Tampa-St. Petersburg-Clearwater, FL",Computer Programmers,"73,450",1349,22.04%
OR,32780,"Medford, OR",Computer Programmers,"70,000",1289,22.10%
PA,29540,"Lancaster, PA",Computer Programmers,"67,500",1245,22.13%
TX,29700,"Laredo, TX",Computer Programmers,"58,730",1088,22.23%
PA,44300,"State College, PA",Computer Programmers,"70,760",1311,22.23%
WY,16220,"Casper, WY",Computer Programmers,"57,030",1057,22.24%
SC,34820,"Myrtle Beach-North Myrtle Beach-Conway, SC",Computer Programmers,"57,370",1064,22.26%
WA,45104,"Tacoma, WA Metropolitan Division",Computer Programmers,"84,140",1563,22.29%
GA,19140,"Dalton, GA",Computer Programmers,"70,080",1302,22.29%
TX,15180,"Brownsville-Harlingen, TX",Computer Programmers,"49,340",918,22.33%
ND,22020,"Fargo, ND-MN",Computer Programmers,"56,980",1067,22.47%
NV,39900,"Reno-Sparks, NV",Computer Programmers,"77,280",1449,22.50%
IN,21140,"Elkhart-Goshen, IN",Computer Programmers,"49,810",934,22.50%
AZ,49740,"Yuma, AZ",Computer Programmers,"68,360",1286,22.57%
NY,40380,"Rochester, NY",Computer Programmers,"58,980",1112,22.62%
SC,44940,"Sumter, SC",Computer Programmers,"54,420",1029,22.69%
GA,31420,"Macon, GA",Computer Programmers,"58,540",1110,22.75%
CA,17020,"Chico, CA",Computer Programmers,"70,050",1331,22.80%
NJ,45940,"Trenton-Ewing, NJ",Computer Programmers,"89,530",1705,22.85%
CA,33700,"Modesto, CA",Computer Programmers,"74,390",1418,22.87%
NV,29820,"Las Vegas-Paradise, NV",Computer Programmers,"79,990",1530,22.95%
KS,29940,"Lawrence, KS",Computer Programmers,"63,820",1221,22.96%
PR,41980,"San Juan-Caguas-Guaynabo, PR",Computer Programmers,"45,710",877,23.02%
IN,14020,"Bloomington, IN",Computer Programmers,"66,580",1285,23.16%
OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",Computer Programmers,"73,850",1428,23.20%
ND,13900,"Bismarck, ND",Computer Programmers,"54,990",1065,23.24%
WV,16620,"Charleston, WV",Computer Programmers,"52,770",1024,23.29%
TX,13140,"Beaumont-Port Arthur, TX",Computer Programmers,"61,870",1205,23.37%
SD,43620,"Sioux Falls, SD",Computer Programmers,"56,860",1115,23.53%
IL,14060,"Bloomington-Normal, IL",Computer Programmers,"69,410",1363,23.56%
DE,20100,"Dover, DE",Computer Programmers,"70,330",1396,23.82%
KS,31740,"Manhattan, KS",Computer Programmers,"60,280",1197,23.83%
CT,75700,"New Haven, CT",Computer Programmers,"76,410",1523,23.92%
MT,33540,"Missoula, MT",Computer Programmers,"64,340",1283,23.93%
TX,46340,"Tyler, TX",Computer Programmers,"61,200",1226,24.04%
ME,76750,"Portland-South Portland-Biddeford, ME",Computer Programmers,"71,150",1428,24.08%
MA,74804,"Lowell-Billerica-Chelmsford, MA-NH NECTA Division",Computer Programmers,"76,400",1536,24.13%
ID,26820,"Idaho Falls, ID",Computer Programmers,"48,460",983,24.34%
VA,13980,"Blacksburg-Christiansburg-Radford, VA",Computer Programmers,"52,760",1071,24.36%
WI,27500,"Janesville, WI",Computer Programmers,"51,080",1037,24.36%
WA,44060,"Spokane, WA",Computer Programmers,"55,070",1120,24.41%
TX,31180,"Lubbock, TX",Computer Programmers,"58,660",1195,24.45%
NY,24020,"Glens Falls, NY",Computer Programmers,"70,150",1443,24.68%
CA,44700,"Stockton, CA",Computer Programmers,"70,540",1453,24.72%
NH,76900,"Portsmouth, NH-ME",Computer Programmers,"75,550",1559,24.76%
CA,40140,"Riverside-San Bernardino-Ontario, CA",Computer Programmers,"76,490",1582,24.82%
CO,14500,"Boulder, CO",Computer Programmers,"95,060",1970,24.87%
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",Computer Programmers,"75,980",1580,24.95%
IA,26980,"Iowa City, IA",Computer Programmers,"64,160",1335,24.97%
FL,23540,"Gainesville, FL",Computer Programmers,"59,780",1247,25.03%
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",Computer Programmers,"89,820",1875,25.05%
FL,48424,"West Palm Beach-Boca Raton-Boynton Beach, FL Metropolitan Division",Computer Programmers,"76,960",1623,25.31%
FL,45220,"Tallahassee, FL",Computer Programmers,"58,560",1236,25.33%
ME,74650,"Lewiston-Auburn, ME",Computer Programmers,"46,680",986,25.35%
NH,75404,"Nashua, NH-MA NECTA Division",Computer Programmers,"80,230",1696,25.37%
LA,29180,"Lafayette, LA",Computer Programmers,"52,040",1108,25.55%
MA,72104,"Brockton-Bridgewater-Easton, MA NECTA Division",Computer Programmers,"72,870",1555,25.61%
TN,16860,"Chattanooga, TN-GA",Computer Programmers,"62,910",1351,25.77%
CA,42060,"Santa Barbara-Santa Maria-Goleta, CA",Computer Programmers,"88,580",1918,25.98%
AL,12220,"Auburn-Opelika, AL",Computer Programmers,"77,580",1685,26.06%
OR,21660,"Eugene-Springfield, OR",Computer Programmers,"58,190",1270,26.19%
NH,74950,"Manchester, NH",Computer Programmers,"63,810",1395,26.23%
FL,37380,"Palm Coast, FL",Computer Programmers,"62,400",1367,26.29%
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",Computer Programmers,"99,880",2192,26.34%
FL,38940,"Port St. Lucie, FL",Computer Programmers,"61,670",1356,26.39%
MA,71654,"Boston-Cambridge-Quincy, MA NECTA Division",Computer Programmers,"89,370",1970,26.45%
NY,27060,"Ithaca, NY",Computer Programmers,"75,850",1687,26.69%
NJ,15804,"Camden, NJ Metropolitan Division",Computer Programmers,"71,650",1604,26.86%
WA,49420,"Yakima, WA",Computer Programmers,"45,870",1032,27.00%
SD,39660,"Rapid City, SD",Computer Programmers,"49,270",1117,27.21%
DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Computer Programmers,"92,460",2127,27.61%
CA,34900,"Napa, CA",Computer Programmers,"92,840",2187,28.27%
VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Computer Programmers,"65,760",1562,28.50%
FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",Computer Programmers,"51,530",1244,28.97%
NY,28740,"Kingston, NY",Computer Programmers,"60,400",1487,29.54%
AK,21820,"Fairbanks, AK",Computer Programmers,"83,740",2073,29.71%
CA,42020,"San Luis Obispo-Paso Robles, CA",Computer Programmers,"76,160",1905,30.02%
CA,42220,"Santa Rosa-Petaluma, CA",Computer Programmers,"77,590",1960,30.31%
ME,70750,"Bangor, ME",Computer Programmers,"63,060",1599,30.43%
CA,41740,"San Diego-Carlsbad-San Marcos, CA",Computer Programmers,"83,810",2134,30.55%
NY,35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division",Computer Programmers,"91,390",2356,30.94%
FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",Computer Programmers,"69,530",1797,31.01%
SC,11340,"Anderson, SC",Computer Programmers,"68,970",1796,31.25%
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",Computer Programmers,"94,020",2503,31.95%
CT,72850,"Danbury, CT",Computer Programmers,"78,620",2112,32.24%
NY,35004,"Nassau-Suffolk, NY Metropolitan Division",Computer Programmers,"84,930",2286,32.30%
CA,41500,"Salinas, CA",Computer Programmers,"71,400",1928,32.40%
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",Computer Programmers,"83,300",2370,34.14%
KY,14540,"Bowling Green, KY",Computer Programmers,"60,630",1857,36.75%
NC,15500,"Burlington, NC",Computer Programmers,"55,840",1717,36.90%
CA,39820,"Redding, CA",Computer Programmers,"44,770",1484,39.78%
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",Computer Programmers,"104,770",3637,41.66%
HI,26180,"Honolulu, HI",Computer Programmers,"70,320",2682,45.77%
WV,48540,"Wheeling, WV-OH","Software Developers, Applications","94,350",788,10.02%
CA,42100,"Santa Cruz-Watsonville, CA","Software Developers, Applications","101,710",883,10.42%
WA,14740,"Bremerton-Silverdale, WA","Software Developers, Applications","103,070",932,10.85%
CA,12540,"Bakersfield-Delano, CA","Software Developers, Applications","108,760",1012,11.17%
NC,25860,"Hickory-Lenoir-Morganton, NC","Software Developers, Applications","89,390",836,11.22%
CO,17820,"Colorado Springs, CO","Software Developers, Applications","103,090",979,11.40%
MO,27900,"Joplin, MO","Software Developers, Applications","93,050",896,11.56%
FL,18880,"Crestview-Fort Walton Beach-Destin, FL","Software Developers, Applications","94,690",913,11.57%
VA,31340,"Lynchburg, VA","Software Developers, Applications","92,450",897,11.64%
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA","Software Developers, Applications","103,730",1016,11.75%
PA,42540,"Scranton--Wilkes-Barre, PA","Software Developers, Applications","94,120",942,12.01%
GA,40660,"Rome, GA","Software Developers, Applications","89,630",900,12.05%
WA,13380,"Bellingham, WA","Software Developers, Applications","77,190",793,12.33%
AL,26620,"Huntsville, AL","Software Developers, Applications","97,340",1015,12.51%
NC,40580,"Rocky Mount, NC","Software Developers, Applications","92,770",974,12.60%
IL,16580,"Champaign-Urbana, IL","Software Developers, Applications","88,840",937,12.66%
MT,13740,"Billings, MT","Software Developers, Applications","82,200",870,12.70%
NY,15380,"Buffalo-Niagara Falls, NY","Software Developers, Applications","90,650",965,12.77%
TN,28700,"Kingsport-Bristol-Bristol, TN-VA","Software Developers, Applications","78,730",848,12.93%
AL,33860,"Montgomery, AL","Software Developers, Applications","96,970",1046,12.94%
TN,27740,"Johnson City, TN","Software Developers, Applications","86,490",934,12.96%
TX,43300,"Sherman-Denison, TX","Software Developers, Applications","104,810",1151,13.18%
NY,13780,"Binghamton, NY","Software Developers, Applications","94,730",1042,13.20%
AR,26300,"Hot Springs, AR","Software Developers, Applications","69,300",767,13.28%
KY,21060,"Elizabethtown, KY","Software Developers, Applications","84,070",934,13.33%
NC,20500,"Durham-Chapel Hill, NC","Software Developers, Applications","104,190",1162,13.38%
WA,31020,"Longview, WA","Software Developers, Applications","94,690",1062,13.46%
OH,31900,"Mansfield, OH","Software Developers, Applications","82,780",930,13.48%
AR,22900,"Fort Smith, AR-OK","Software Developers, Applications","75,620",850,13.49%
OH,49660,"Youngstown-Warren-Boardman, OH-PA","Software Developers, Applications","76,820",865,13.51%
GA,10500,"Albany, GA","Software Developers, Applications","92,800",1050,13.58%
PA,27780,"Johnstown, PA","Software Developers, Applications","74,550",845,13.60%
IN,21780,"Evansville, IN-KY","Software Developers, Applications","88,420",1003,13.61%
TX,13140,"Beaumont-Port Arthur, TX","Software Developers, Applications","101,520",1155,13.65%
WA,28420,"Kennewick-Pasco-Richland, WA","Software Developers, Applications","92,720",1056,13.67%
WI,48140,"Wausau, WI","Software Developers, Applications","86,420",990,13.75%
OR,18700,"Corvallis, OR","Software Developers, Applications","86,830",1002,13.85%
IN,29140,"Lafayette, IN","Software Developers, Applications","92,180",1072,13.96%
TX,32580,"McAllen-Edinburg-Mission, TX","Software Developers, Applications","75,470",878,13.96%
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division","Software Developers, Applications","81,820",955,14.01%
CA,23420,"Fresno, CA","Software Developers, Applications","105,530",1234,14.03%
SC,24860,"Greenville-Mauldin-Easley, SC","Software Developers, Applications","88,960",1041,14.04%
ID,26820,"Idaho Falls, ID","Software Developers, Applications","83,140",983,14.19%
IN,23060,"Fort Wayne, IN","Software Developers, Applications","76,480",905,14.20%
ID,17660,"Coeur d'Alene, ID","Software Developers, Applications","71,610",852,14.28%
KY,36980,"Owensboro, KY","Software Developers, Applications","71,100",847,14.30%
NY,45060,"Syracuse, NY","Software Developers, Applications","93,070",1111,14.32%
IN,29020,"Kokomo, IN","Software Developers, Applications","79,300",947,14.33%
NE,30700,"Lincoln, NE","Software Developers, Applications","70,440",842,14.34%
IN,21140,"Elkhart-Goshen, IN","Software Developers, Applications","77,870",934,14.39%
UT,39340,"Provo-Orem, UT","Software Developers, Applications","91,680",1102,14.42%
OH,19380,"Dayton, OH","Software Developers, Applications","84,600",1017,14.43%
OH,44220,"Springfield, OH","Software Developers, Applications","83,430",1003,14.43%
MA,79600,"Worcester, MA-CT","Software Developers, Applications","104,600",1258,14.43%
MS,27140,"Jackson, MS","Software Developers, Applications","85,530",1030,14.45%
AL,46220,"Tuscaloosa, AL","Software Developers, Applications","90,480",1090,14.46%
ME,74650,"Lewiston-Auburn, ME","Software Developers, Applications","81,800",986,14.46%
WI,39540,"Racine, WI","Software Developers, Applications","86,110",1039,14.48%
NC,24660,"Greensboro-High Point, NC","Software Developers, Applications","85,650",1034,14.49%
MO,41180,"St. Louis, MO-IL","Software Developers, Applications","93,510",1131,14.51%
IN,43780,"South Bend-Mishawaka, IN-MI","Software Developers, Applications","79,060",957,14.53%
IN,18020,"Columbus, IN","Software Developers, Applications","86,610",1053,14.59%
NJ,20764,"Edison-New Brunswick, NJ Metropolitan Division","Software Developers, Applications","103,620",1263,14.63%
WI,36780,"Oshkosh-Neenah, WI","Software Developers, Applications","74,250",907,14.66%
IN,26900,"Indianapolis-Carmel, IN","Software Developers, Applications","90,240",1104,14.68%
AL,13820,"Birmingham-Hoover, AL","Software Developers, Applications","86,930",1065,14.70%
NC,39580,"Raleigh-Cary, NC","Software Developers, Applications","95,100",1167,14.73%
WV,26580,"Huntington-Ashland, WV-KY-OH","Software Developers, Applications","73,620",906,14.77%
SC,43900,"Spartanburg, SC","Software Developers, Applications","78,320",964,14.77%
GA,12260,"Augusta-Richmond County, GA-SC","Software Developers, Applications","85,910",1061,14.82%
PA,38300,"Pittsburgh, PA","Software Developers, Applications","86,530",1069,14.82%
