PRIM_STATE,AREA,AREA_NAME,OCC_TITLE,A_MEAN,Rent50_3,Ratio
NC,49180,"Winston-Salem, NC",Computer Programmers,77330,1066,0.1654209233
GA,17980,"Columbus, GA-AL",Computer Programmers,76190,1053,0.1658485366
AR,22900,"Fort Smith, AR-OK",Computer Programmers,61460,850,0.165961601
TX,47380,"Waco, TX",Computer Programmers,75620,1052,0.166939963
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",Computer Programmers,83640,1168,0.1675753228
IL,40420,"Rockford, IL",Computer Programmers,77840,1089,0.1678828366
OH,45780,"Toledo, OH",Computer Programmers,69320,972,0.1682631275
AL,46220,"Tuscaloosa, AL",Computer Programmers,77710,1090,0.1683181058
NM,29740,"Las Cruces, NM",Computer Programmers,80000,1123,0.16845
IA,19340,"Davenport-Moline-Rock Island, IA-IL",Computer Programmers,69520,976,0.1684695052
MO,41180,"St. Louis, MO-IL",Computer Programmers,80510,1131,0.1685753323
MI,22420,"Flint, MI",Computer Programmers,70080,988,0.1691780822
UT,36260,"Ogden-Clearfield, UT",Computer Programmers,81490,1149,0.1691986747
TN,27180,"Jackson, TN",Computer Programmers,69000,976,0.1697391304
WI,11540,"Appleton, WI",Computer Programmers,75290,1065,0.1697436579
WI,43100,"Sheboygan, WI",Computer Programmers,70330,999,0.170453576
NY,15380,"Buffalo-Niagara Falls, NY",Computer Programmers,67670,965,0.1711245751
MI,11460,"Ann Arbor, MI",Computer Programmers,69390,992,0.1715520968
NC,11700,"Asheville, NC",Computer Programmers,69250,990,0.1715523466
WA,34580,"Mount Vernon-Anacortes, WA",Computer Programmers,93180,1334,0.1717965229
NC,39580,"Raleigh-Cary, NC",Computer Programmers,81290,1167,0.1722721122
NC,20500,"Durham-Chapel Hill, NC",Computer Programmers,80780,1162,0.1726169844
IA,16300,"Cedar Rapids, IA",Computer Programmers,70560,1016,0.1727891156
TN,32820,"Memphis, TN-MS-AR",Computer Programmers,79150,1142,0.1731396083
GA,47580,"Warner Robins, GA",Computer Programmers,71640,1035,0.1733668342
UT,39340,"Provo-Orem, UT",Computer Programmers,76220,1102,0.1734977696
OH,44220,"Springfield, OH",Computer Programmers,69300,1003,0.1736796537
PA,21500,"Erie, PA",Computer Programmers,61690,899,0.1748743719
LA,43340,"Shreveport-Bossier City, LA",Computer Programmers,68870,1005,0.1751125309
TN,28700,"Kingsport-Bristol-Bristol, TN-VA",Computer Programmers,58040,848,0.1753273604
NY,13780,"Binghamton, NY",Computer Programmers,71280,1042,0.1754208754
MO,17860,"Columbia, MO",Computer Programmers,64290,942,0.1758282781
TX,41700,"San Antonio-New Braunfels, TX",Computer Programmers,81030,1189,0.1760829322
NJ,20764,"Edison-New Brunswick, NJ Metropolitan Division",Computer Programmers,86020,1263,0.1761915834
MO,16020,"Cape Girardeau-Jackson, MO-IL",Computer Programmers,62830,923,0.1762852141
TN,17420,"Cleveland, TN",Computer Programmers,72600,1073,0.1773553719
CO,24300,"Grand Junction, CO",Computer Programmers,80250,1189,0.1777943925
MO,27900,"Joplin, MO",Computer Programmers,60470,896,0.1778071771
WI,24580,"Green Bay, WI",Computer Programmers,70350,1043,0.1779104478
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",Computer Programmers,119760,1777,0.1780561122
PA,39740,"Reading, PA",Computer Programmers,76990,1143,0.1781530069
MA,74204,"Lawrence-Methuen-Salem, MA-NH NECTA Division",Computer Programmers,97400,1448,0.1783983573
MI,28020,"Kalamazoo-Portage, MI",Computer Programmers,67010,1000,0.1790777496
CT,76450,"Norwich-New London, CT-RI",Computer Programmers,94380,1412,0.1795295613
MA,79600,"Worcester, MA-CT",Computer Programmers,84050,1258,0.1796073766
GA,12260,"Augusta-Richmond County, GA-SC",Computer Programmers,70760,1061,0.1799321651
PA,42540,"Scranton--Wilkes-Barre, PA",Computer Programmers,62740,942,0.180172139
MS,27140,"Jackson, MS",Computer Programmers,68490,1030,0.1804643014
TX,18580,"Corpus Christi, TX",Computer Programmers,78200,1182,0.1813810742
TX,21340,"El Paso, TX",Computer Programmers,76090,1151,0.181521882
TN,27740,"Johnson City, TN",Computer Programmers,61550,934,0.182095857
NJ,12100,"Atlantic City-Hammonton, NJ",Computer Programmers,83160,1263,0.1822510823
FL,36100,"Ocala, FL",Computer Programmers,74330,1129,0.1822682632
KS,45820,"Topeka, KS",Computer Programmers,70920,1078,0.1824027073
IL,44100,"Springfield, IL",Computer Programmers,68130,1036,0.1824746808
MT,13740,"Billings, MT",Computer Programmers,57200,870,0.1825174825
LA,12940,"Baton Rouge, LA",Computer Programmers,69810,1064,0.1828964332
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",Computer Programmers,82460,1258,0.1830705797
WI,22540,"Fond du Lac, WI",Computer Programmers,59310,907,0.1835103692
PA,38300,"Pittsburgh, PA",Computer Programmers,69870,1069,0.1835981108
WI,33340,"Milwaukee-Waukesha-West Allis, WI",Computer Programmers,71390,1100,0.1848998459
NC,22180,"Fayetteville, NC",Computer Programmers,76630,1181,0.1849406238
OH,19380,"Dayton, OH",Computer Programmers,65920,1017,0.1851334951
NC,24780,"Greenville, NC",Computer Programmers,63690,984,0.1853980217
OK,36420,"Oklahoma City, OK",Computer Programmers,68130,1054,0.1856450903
CO,22660,"Fort Collins-Loveland, CO",Computer Programmers,90480,1401,0.1858090186
AZ,22380,"Flagstaff, AZ",Computer Programmers,89250,1383,0.1859495798
TX,45500,"Texarkana-Texarkana, TX-AR",Computer Programmers,60610,940,0.186107903
IN,18020,"Columbus, IN",Computer Programmers,67870,1053,0.1861794607
TN,34982,"Nashville-Davidson--Murfreesboro--Franklin, TN",Computer Programmers,77250,1199,0.1862524272
OH,17140,"Cincinnati-Middletown, OH-KY-IN",Computer Programmers,69900,1086,0.1864377682
VT,72400,"Burlington-South Burlington, VT",Computer Programmers,67640,1051,0.1864577173
PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",Computer Programmers,83390,1296,0.1864971819
CO,19740,"Denver-Aurora-Broomfield, CO",Computer Programmers,96630,1504,0.1867742937
IL,37900,"Peoria, IL",Computer Programmers,63590,997,0.1881427897
MS,25620,"Hattiesburg, MS",Computer Programmers,65210,1023,0.1882533354
OH,17460,"Cleveland-Elyria-Mentor, OH",Computer Programmers,68310,1073,0.188493632
LA,26380,"Houma-Bayou Cane-Thibodaux, LA",Computer Programmers,67700,1064,0.1885967504
PA,25420,"Harrisburg-Carlisle, PA",Computer Programmers,74040,1165,0.1888168558
MI,12980,"Battle Creek, MI",Computer Programmers,67380,1064,0.189492431
SC,17900,"Columbia, SC",Computer Programmers,70720,1117,0.1895361991
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",Computer Programmers,82390,1302,0.1896346644
TN,17300,"Clarksville, TN-KY",Computer Programmers,49920,790,0.1899038462
IA,19780,"Des Moines-West Des Moines, IA",Computer Programmers,71960,1140,0.1901056142
IN,29140,"Lafayette, IN",Computer Programmers,67660,1072,0.1901271061
RI,77200,"Providence-Fall River-Warwick, RI-MA",Computer Programmers,77350,1226,0.1902003878
AR,30780,"Little Rock-North Little Rock-Conway, AR",Computer Programmers,69230,1098,0.1903221147
TX,28660,"Killeen-Temple-Fort Hood, TX",Computer Programmers,73360,1164,0.1904034896
MA,78254,"Taunton-Norton-Raynham, MA NECTA Division",Computer Programmers,88500,1405,0.1905084746
KS,48620,"Wichita, KS",Computer Programmers,68870,1094,0.1906200087
OK,46140,"Tulsa, OK",Computer Programmers,67050,1066,0.1907829978
MO,44180,"Springfield, MO",Computer Programmers,64220,1022,0.1909685456
TX,33260,"Midland, TX",Computer Programmers,78720,1253,0.1910060976
MI,35660,"Niles-Benton Harbor, MI",Computer Programmers,61890,986,0.1911778963
AL,19460,"Decatur, AL",Computer Programmers,58910,939,0.191274826
OR,41420,"Salem, OR",Computer Programmers,75690,1207,0.1913594927
MT,24500,"Great Falls, MT",Computer Programmers,60640,969,0.1917546174
NY,10580,"Albany-Schenectady-Troy, NY",Computer Programmers,76880,1229,0.1918314256
CA,23420,"Fresno, CA",Computer Programmers,77160,1234,0.1919129082
OH,18140,"Columbus, OH",Computer Programmers,72620,1164,0.192343707
NY,45060,"Syracuse, NY",Computer Programmers,69210,1111,0.1926311227
TX,26420,"Houston-Sugar Land-Baytown, TX",Computer Programmers,78560,1264,0.1930753564
PA,49620,"York-Hanover, PA",Computer Programmers,71140,1148,0.1936463312
MA,78100,"Springfield, MA-CT",Computer Programmers,77510,1260,0.1950716037
VA,40060,"Richmond, VA",Computer Programmers,79530,1294,0.1952470766
LA,33740,"Monroe, LA",Computer Programmers,52180,849,0.1952472212
MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",Computer Programmers,73830,1206,0.1960178789
IN,26900,"Indianapolis-Carmel, IN",Computer Programmers,67320,1104,0.1967914439
TX,11100,"Amarillo, TX",Computer Programmers,65020,1068,0.197108582
MI,24340,"Grand Rapids-Wyoming, MI",Computer Programmers,69630,1144,0.1971563981
FL,29460,"Lakeland-Winter Haven, FL",Computer Programmers,71570,1177,0.1973452564
PA,37966,"Philadelphia, PA Metropolitan Division",Computer Programmers,85870,1414,0.1976010248
WI,36780,"Oshkosh-Neenah, WI",Computer Programmers,55000,907,0.1978909091
IN,34620,"Muncie, IN",Computer Programmers,55770,920,0.1979558903
MI,26100,"Holland-Grand Haven, MI",Computer Programmers,69630,1149,0.1980180956
IA,47940,"Waterloo-Cedar Falls, IA",Computer Programmers,61890,1022,0.1981580223
TX,12420,"Austin-Round Rock-San Marcos, TX",Computer Programmers,88000,1454,0.1982727273
WA,36500,"Olympia, WA",Computer Programmers,86830,1436,0.1984567546
WI,39540,"Racine, WI",Computer Programmers,62580,1039,0.1992329818
UT,41620,"Salt Lake City, UT",Computer Programmers,79380,1318,0.1992441421
IN,21780,"Evansville, IN-KY",Computer Programmers,60350,1003,0.1994366197
KY,31140,"Louisville-Jefferson County, KY-IN",Computer Programmers,62560,1045,0.2004475703
OR,18700,"Corvallis, OR",Computer Programmers,59970,1002,0.2005002501
MD,25180,"Hagerstown-Martinsburg, MD-WV",Computer Programmers,85810,1436,0.2008157557
GA,12020,"Athens-Clarke County, GA",Computer Programmers,55580,932,0.2012234617
SC,16700,"Charleston-North Charleston-Summerville, SC",Computer Programmers,73800,1239,0.2014634146
IA,20220,"Dubuque, IA",Computer Programmers,60900,1029,0.2027586207
TN,28940,"Knoxville, TN",Computer Programmers,65120,1101,0.2028869779
LA,29340,"Lake Charles, LA",Computer Programmers,61260,1041,0.2039177277
OK,30020,"Lawton, OK",Computer Programmers,62230,1060,0.2044030211
MO,28140,"Kansas City, MO-KS",Computer Programmers,72860,1243,0.2047213835
WI,31540,"Madison, WI",Computer Programmers,76970,1315,0.2050149409
AZ,38062,"Phoenix-Mesa-Glendale, AZ",Computer Programmers,82360,1410,0.2054395338
ID,14260,"Boise City-Nampa, ID",Computer Programmers,64800,1114,0.2062962963
MN,41060,"St. Cloud, MN",Computer Programmers,59610,1035,0.208354303
IA,43580,"Sioux City, IA-NE-SD",Computer Programmers,56480,981,0.208427762
GA,46660,"Valdosta, GA",Computer Programmers,57170,996,0.2090606962
FL,27260,"Jacksonville, FL",Computer Programmers,75150,1311,0.2093413174
MA,70900,"Barnstable Town, MA",Computer Programmers,94300,1649,0.2098409332
UT,30860,"Logan, UT-ID",Computer Programmers,53390,935,0.2101517138
PA,11020,"Altoona, PA",Computer Programmers,53560,939,0.2103808813
NY,46540,"Utica-Rome, NY",Computer Programmers,62990,1105,0.2105096047
TX,17780,"College Station-Bryan, TX",Computer Programmers,59930,1052,0.2106457534
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Computer Programmers,80630,1419,0.2111869031
IN,43780,"South Bend-Mishawaka, IN-MI",Computer Programmers,54320,957,0.2114138439
CT,71950,"Bridgeport-Stamford-Norwalk, CT",Computer Programmers,93070,1642,0.2117116149
FL,37860,"Pensacola-Ferry Pass-Brent, FL",Computer Programmers,67990,1200,0.2117958523
CA,46700,"Vallejo-Fairfield, CA",Computer Programmers,102850,1824,0.2128147788
MD,12580,"Baltimore-Towson, MD",Computer Programmers,90070,1599,0.2130343067
CT,73450,"Hartford-West Hartford-East Hartford, CT",Computer Programmers,82040,1457,0.2131155534
AL,33660,"Mobile, AL",Computer Programmers,62590,1115,0.2137721681
AZ,46060,"Tucson, AZ",Computer Programmers,70190,1251,0.2138766206
TX,30980,"Longview, TX",Computer Programmers,59940,1071,0.2144144144
LA,35380,"New Orleans-Metairie-Kenner, LA",Computer Programmers,70830,1268,0.214824227
MS,37700,"Pascagoula, MS",Computer Programmers,67470,1208,0.2148510449
IL,16974,"Chicago-Joliet-Naperville, IL Metropolitan Division",Computer Programmers,74300,1331,0.2149663526
FL,39460,"Punta Gorda, FL",Computer Programmers,72120,1295,0.2154742097
WV,34060,"Morgantown, WV",Computer Programmers,61810,1115,0.2164698269
TX,10180,"Abilene, TX",Computer Programmers,58920,1065,0.216904277
CA,32900,"Merced, CA",Computer Programmers,68560,1242,0.217386231
VA,16820,"Charlottesville, VA",Computer Programmers,74480,1351,0.2176691729
KY,30460,"Lexington-Fayette, KY",Computer Programmers,60250,1095,0.2180912863
MN,31860,"Mankato-North Mankato, MN",Computer Programmers,56390,1025,0.2181237808
FL,36740,"Orlando-Kissimmee-Sanford, FL",Computer Programmers,75820,1380,0.2184120285
FL,35840,"North Port-Bradenton-Sarasota, FL",Computer Programmers,74430,1355,0.2184602983
MS,25060,"Gulfport-Biloxi, MS",Computer Programmers,62310,1137,0.2189696678
FL,34940,"Naples-Marco Island, FL",Computer Programmers,77940,1424,0.2192455735
IA,11180,"Ames, IA",Computer Programmers,58390,1067,0.219284124
NY,39100,"Poughkeepsie-Newburgh-Middletown, NY",Computer Programmers,91360,1672,0.219614711
CO,24540,"Greeley, CO",Computer Programmers,60220,1103,0.2197940883
WI,20740,"Eau Claire, WI",Computer Programmers,63440,1163,0.2199873897
FL,33124,"Miami-Miami Beach-Kendall, FL Metropolitan Division",Computer Programmers,93810,1722,0.220275024
FL,45300,"Tampa-St. Petersburg-Clearwater, FL",Computer Programmers,73450,1349,0.2203948264
OR,32780,"Medford, OR",Computer Programmers,70000,1289,0.2209714286
PA,29540,"Lancaster, PA",Computer Programmers,67500,1245,0.2213333333
TX,29700,"Laredo, TX",Computer Programmers,58730,1088,0.2223054657
PA,44300,"State College, PA",Computer Programmers,70760,1311,0.2223289994
WY,16220,"Casper, WY",Computer Programmers,57030,1057,0.2224092583
SC,34820,"Myrtle Beach-North Myrtle Beach-Conway, SC",Computer Programmers,57370,1064,0.2225553425
WA,45104,"Tacoma, WA Metropolitan Division",Computer Programmers,84140,1563,0.2229141906
GA,19140,"Dalton, GA",Computer Programmers,70080,1302,0.2229452055
TX,15180,"Brownsville-Harlingen, TX",Computer Programmers,49340,918,0.2232671261
ND,22020,"Fargo, ND-MN",Computer Programmers,56980,1067,0.2247104247
NV,39900,"Reno-Sparks, NV",Computer Programmers,77280,1449,0.225
IN,21140,"Elkhart-Goshen, IN",Computer Programmers,49810,934,0.2250150572
AZ,49740,"Yuma, AZ",Computer Programmers,68360,1286,0.2257460503
NY,40380,"Rochester, NY",Computer Programmers,58980,1112,0.2262461851
SC,44940,"Sumter, SC",Computer Programmers,54420,1029,0.2269018743
GA,31420,"Macon, GA",Computer Programmers,58540,1110,0.227536727
CA,17020,"Chico, CA",Computer Programmers,70050,1331,0.2280085653
NJ,45940,"Trenton-Ewing, NJ",Computer Programmers,89530,1705,0.2285267508
CA,33700,"Modesto, CA",Computer Programmers,74390,1418,0.2287404221
NV,29820,"Las Vegas-Paradise, NV",Computer Programmers,79990,1530,0.2295286911
KS,29940,"Lawrence, KS",Computer Programmers,63820,1221,0.2295832028
PR,41980,"San Juan-Caguas-Guaynabo, PR",Computer Programmers,45710,877,0.2302340844
IN,14020,"Bloomington, IN",Computer Programmers,66580,1285,0.2316010814
OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",Computer Programmers,73850,1428,0.2320379147
ND,13900,"Bismarck, ND",Computer Programmers,54990,1065,0.232405892
WV,16620,"Charleston, WV",Computer Programmers,52770,1024,0.2328595793
TX,13140,"Beaumont-Port Arthur, TX",Computer Programmers,61870,1205,0.2337158558
SD,43620,"Sioux Falls, SD",Computer Programmers,56860,1115,0.2353148083
IL,14060,"Bloomington-Normal, IL",Computer Programmers,69410,1363,0.2356432791
DE,20100,"Dover, DE",Computer Programmers,70330,1396,0.2381913835
KS,31740,"Manhattan, KS",Computer Programmers,60280,1197,0.2382879894
CT,75700,"New Haven, CT",Computer Programmers,76410,1523,0.239183353
MT,33540,"Missoula, MT",Computer Programmers,64340,1283,0.2392912652
TX,46340,"Tyler, TX",Computer Programmers,61200,1226,0.2403921569
ME,76750,"Portland-South Portland-Biddeford, ME",Computer Programmers,71150,1428,0.2408432888
MA,74804,"Lowell-Billerica-Chelmsford, MA-NH NECTA Division",Computer Programmers,76400,1536,0.2412565445
ID,26820,"Idaho Falls, ID",Computer Programmers,48460,983,0.2434172513
VA,13980,"Blacksburg-Christiansburg-Radford, VA",Computer Programmers,52760,1071,0.2435936315
WI,27500,"Janesville, WI",Computer Programmers,51080,1037,0.2436178543
WA,44060,"Spokane, WA",Computer Programmers,55070,1120,0.2440530234
TX,31180,"Lubbock, TX",Computer Programmers,58660,1195,0.2444595977
NY,24020,"Glens Falls, NY",Computer Programmers,70150,1443,0.2468424804
CA,44700,"Stockton, CA",Computer Programmers,70540,1453,0.2471789056
NH,76900,"Portsmouth, NH-ME",Computer Programmers,75550,1559,0.24762409
CA,40140,"Riverside-San Bernardino-Ontario, CA",Computer Programmers,76490,1582,0.2481893058
CO,14500,"Boulder, CO",Computer Programmers,95060,1970,0.248685041
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",Computer Programmers,75980,1580,0.2495393525
IA,26980,"Iowa City, IA",Computer Programmers,64160,1335,0.2496882793
FL,23540,"Gainesville, FL",Computer Programmers,59780,1247,0.2503178321
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",Computer Programmers,89820,1875,0.250501002
FL,48424,"West Palm Beach-Boca Raton-Boynton Beach, FL Metropolitan Division",Computer Programmers,76960,1623,0.2530665281
FL,45220,"Tallahassee, FL",Computer Programmers,58560,1236,0.2532786885
ME,74650,"Lewiston-Auburn, ME",Computer Programmers,46680,986,0.253470437
NH,75404,"Nashua, NH-MA NECTA Division",Computer Programmers,80230,1696,0.2536706967
LA,29180,"Lafayette, LA",Computer Programmers,52040,1108,0.2554957725
MA,72104,"Brockton-Bridgewater-Easton, MA NECTA Division",Computer Programmers,72870,1555,0.2560724578
TN,16860,"Chattanooga, TN-GA",Computer Programmers,62910,1351,0.2577014783
CA,42060,"Santa Barbara-Santa Maria-Goleta, CA",Computer Programmers,88580,1918,0.2598329194
AL,12220,"Auburn-Opelika, AL",Computer Programmers,77580,1685,0.2606341841
OR,21660,"Eugene-Springfield, OR",Computer Programmers,58190,1270,0.2619006702
NH,74950,"Manchester, NH",Computer Programmers,63810,1395,0.2623413258
FL,37380,"Palm Coast, FL",Computer Programmers,62400,1367,0.2628846154
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",Computer Programmers,99880,2192,0.2633560272
FL,38940,"Port St. Lucie, FL",Computer Programmers,61670,1356,0.2638560078
MA,71654,"Boston-Cambridge-Quincy, MA NECTA Division",Computer Programmers,89370,1970,0.2645182947
NY,27060,"Ithaca, NY",Computer Programmers,75850,1687,0.2668951879
NJ,15804,"Camden, NJ Metropolitan Division",Computer Programmers,71650,1604,0.2686392184
WA,49420,"Yakima, WA",Computer Programmers,45870,1032,0.2699803793
SD,39660,"Rapid City, SD",Computer Programmers,49270,1117,0.2720519586
DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Computer Programmers,92460,2127,0.2760545101
CA,34900,"Napa, CA",Computer Programmers,92840,2187,0.2826798794
VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Computer Programmers,65760,1562,0.2850364964
FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",Computer Programmers,51530,1244,0.2896953231
NY,28740,"Kingston, NY",Computer Programmers,60400,1487,0.2954304636
AK,21820,"Fairbanks, AK",Computer Programmers,83740,2073,0.2970623358
CA,42020,"San Luis Obispo-Paso Robles, CA",Computer Programmers,76160,1905,0.300157563
CA,42220,"Santa Rosa-Petaluma, CA",Computer Programmers,77590,1960,0.3031318469
ME,70750,"Bangor, ME",Computer Programmers,63060,1599,0.3042816365
CA,41740,"San Diego-Carlsbad-San Marcos, CA",Computer Programmers,83810,2134,0.3055482639
NY,35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division",Computer Programmers,91390,2356,0.3093555094
FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",Computer Programmers,69530,1797,0.3101395081
SC,11340,"Anderson, SC",Computer Programmers,68970,1796,0.3124836886
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",Computer Programmers,94020,2503,0.3194639438
CT,72850,"Danbury, CT",Computer Programmers,78620,2112,0.3223607225
NY,35004,"Nassau-Suffolk, NY Metropolitan Division",Computer Programmers,84930,2286,0.322995408
CA,41500,"Salinas, CA",Computer Programmers,71400,1928,0.3240336134
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",Computer Programmers,83300,2370,0.3414165666
KY,14540,"Bowling Green, KY",Computer Programmers,60630,1057,0.2092033647
NC,15500,"Burlington, NC",Computer Programmers,55840,1717,0.368982808
CA,39820,"Redding, CA",Computer Programmers,44770,1484,0.3977663614
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",Computer Programmers,104770,3637,0.4165696287
HI,26180,"Honolulu, HI",Computer Programmers,70320,2682,0.4576791809
WV,48540,"Wheeling, WV-OH","Software Developers, Applications",94350,788,0.1002225755
CA,42100,"Santa Cruz-Watsonville, CA","Software Developers, Applications",101710,883,0.1041785468
WA,14740,"Bremerton-Silverdale, WA","Software Developers, Applications",103070,932,0.1085087804
CA,12540,"Bakersfield-Delano, CA","Software Developers, Applications",108760,1012,0.1116586981
NC,25860,"Hickory-Lenoir-Morganton, NC","Software Developers, Applications",89390,836,0.1122273185
CO,17820,"Colorado Springs, CO","Software Developers, Applications",103090,979,0.1139586769
MO,27900,"Joplin, MO","Software Developers, Applications",93050,896,0.1155507792
FL,18880,"Crestview-Fort Walton Beach-Destin, FL","Software Developers, Applications",94690,913,0.1157038758
VA,31340,"Lynchburg, VA","Software Developers, Applications",92450,897,0.116430503
CA,40900,"Sacramento--Arden-Arcade--Roseville, CA","Software Developers, Applications",103730,1016,0.1175359105
PA,42540,"Scranton--Wilkes-Barre, PA","Software Developers, Applications",94120,942,0.1201019975
GA,40660,"Rome, GA","Software Developers, Applications",89630,900,0.1204953699
WA,13380,"Bellingham, WA","Software Developers, Applications",77190,793,0.1232802176
AL,26620,"Huntsville, AL","Software Developers, Applications",97340,1015,0.1251284159
NC,40580,"Rocky Mount, NC","Software Developers, Applications",92770,974,0.1259890051
IL,16580,"Champaign-Urbana, IL","Software Developers, Applications",88840,937,0.1265646105
MT,13740,"Billings, MT","Software Developers, Applications",82200,870,0.1270072993
NY,15380,"Buffalo-Niagara Falls, NY","Software Developers, Applications",90650,965,0.1277440706
TN,28700,"Kingsport-Bristol-Bristol, TN-VA","Software Developers, Applications",78730,848,0.1292518735
AL,33860,"Montgomery, AL","Software Developers, Applications",96970,1046,0.1294420955
TN,27740,"Johnson City, TN","Software Developers, Applications",86490,934,0.1295872355
TX,43300,"Sherman-Denison, TX","Software Developers, Applications",104810,1151,0.1317813186
NY,13780,"Binghamton, NY","Software Developers, Applications",94730,1042,0.1319961997
AR,26300,"Hot Springs, AR","Software Developers, Applications",69300,767,0.1328138528
KY,21060,"Elizabethtown, KY","Software Developers, Applications",84070,934,0.1333174735
NC,20500,"Durham-Chapel Hill, NC","Software Developers, Applications",104190,1162,0.1338324215
WA,31020,"Longview, WA","Software Developers, Applications",94690,1062,0.1345865456
OH,31900,"Mansfield, OH","Software Developers, Applications",82780,930,0.1348151727
AR,22900,"Fort Smith, AR-OK","Software Developers, Applications",75620,850,0.1348849511
OH,49660,"Youngstown-Warren-Boardman, OH-PA","Software Developers, Applications",76820,865,0.1351210622
GA,10500,"Albany, GA","Software Developers, Applications",92800,1050,0.1357758621
PA,27780,"Johnstown, PA","Software Developers, Applications",74550,845,0.1360160966
IN,21780,"Evansville, IN-KY","Software Developers, Applications",88420,1003,0.1361230491
TX,13140,"Beaumont-Port Arthur, TX","Software Developers, Applications",101520,1155,0.1365248227
WA,28420,"Kennewick-Pasco-Richland, WA","Software Developers, Applications",92720,1056,0.1366695427
WI,48140,"Wausau, WI","Software Developers, Applications",86420,990,0.1374681787
OR,18700,"Corvallis, OR","Software Developers, Applications",86830,1002,0.1384774847
IN,29140,"Lafayette, IN","Software Developers, Applications",92180,1072,0.1395530484
TX,32580,"McAllen-Edinburg-Mission, TX","Software Developers, Applications",75470,878,0.1396051411
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division","Software Developers, Applications",81820,955,0.1400635541
CA,23420,"Fresno, CA","Software Developers, Applications",105530,1234,0.1403202881
SC,24860,"Greenville-Mauldin-Easley, SC","Software Developers, Applications",88960,1041,0.1404226619
ID,26820,"Idaho Falls, ID","Software Developers, Applications",83140,983,0.1418811643
IN,23060,"Fort Wayne, IN","Software Developers, Applications",76480,905,0.1419979079
ID,17660,"Coeur d'Alene, ID","Software Developers, Applications",71610,852,0.1427733557
KY,36980,"Owensboro, KY","Software Developers, Applications",71100,847,0.1429535865
NY,45060,"Syracuse, NY","Software Developers, Applications",93070,1111,0.1432470184
IN,29020,"Kokomo, IN","Software Developers, Applications",79300,947,0.1433039092
NE,30700,"Lincoln, NE","Software Developers, Applications",70440,842,0.1434412266
IN,21140,"Elkhart-Goshen, IN","Software Developers, Applications",77870,934,0.1439321947
UT,39340,"Provo-Orem, UT","Software Developers, Applications",91680,1102,0.1442408377
OH,19380,"Dayton, OH","Software Developers, Applications",84600,1017,0.1442553191
OH,44220,"Springfield, OH","Software Developers, Applications",83430,1003,0.144264653
MA,79600,"Worcester, MA-CT","Software Developers, Applications",104600,1258,0.1443212237
MS,27140,"Jackson, MS","Software Developers, Applications",85530,1030,0.144510698
AL,46220,"Tuscaloosa, AL","Software Developers, Applications",90480,1090,0.1445623342
ME,74650,"Lewiston-Auburn, ME","Software Developers, Applications",81800,986,0.1446454768
WI,39540,"Racine, WI","Software Developers, Applications",86110,1039,0.1447915457
NC,24660,"Greensboro-High Point, NC","Software Developers, Applications",85650,1034,0.1448686515
MO,41180,"St. Louis, MO-IL","Software Developers, Applications",93510,1131,0.1451395573
IN,43780,"South Bend-Mishawaka, IN-MI","Software Developers, Applications",79060,957,0.145256767
IN,18020,"Columbus, IN","Software Developers, Applications",86610,1053,0.1458953931
NJ,20764,"Edison-New Brunswick, NJ Metropolitan Division","Software Developers, Applications",103620,1263,0.1462651998
WI,36780,"Oshkosh-Neenah, WI","Software Developers, Applications",74250,907,0.1465858586
IN,26900,"Indianapolis-Carmel, IN","Software Developers, Applications",90240,1104,0.1468085106
AL,13820,"Birmingham-Hoover, AL","Software Developers, Applications",86930,1065,0.1470148395
NC,39580,"Raleigh-Cary, NC","Software Developers, Applications",95100,1167,0.1472555205
WV,26580,"Huntington-Ashland, WV-KY-OH","Software Developers, Applications",73620,906,0.1476772616
SC,43900,"Spartanburg, SC","Software Developers, Applications",78320,964,0.1477017365
GA,12260,"Augusta-Richmond County, GA-SC","Software Developers, Applications",85910,1061,0.1482016063
PA,38300,"Pittsburgh, PA","Software Developers, Applications",86530,1069,0.1482491621
